Date,High,Low,Open,Close,Volume,Adj Close,Daily_Return,Daily_Log_Return,Daily_Return_PCT,Cumulative_return,Cumulative_Log_return,Relative_Return
2020-11-16,102.44000244140625,96.36000061035156,96.41999816894531,99.2699966430664,18436200.0,98.85291290283203,,,,,,
2020-11-17,98.08999633789062,95.69000244140625,97.9800033569336,95.70999908447266,10843700.0,95.30786895751953,-0.0358617676939591,-0.03652060014326005,-0.0358617676939591,-0.0358617676939591,-0.03652060014326005,-3.58617676939591
2020-11-18,98.80000305175781,96.37000274658203,98.5199966430664,96.93000030517578,8526600.0,96.52274322509766,0.012746852286837473,0.012666295010754995,0.012746852286837473,-0.023114915407121628,-0.023854305132505055,-2.357204006266145
2020-11-19,96.86000061035156,95.62000274658203,96.7699966430664,96.61000061035156,5542800.0,96.20409393310547,-0.003301348331958387,-0.0033068098058273415,-0.003301348331958387,-0.026416263739080015,-0.027161114938332398,-2.6795568879478093
2020-11-20,97.19999694824219,95.30000305175781,96.66000366210938,95.33000183105469,5329800.0,94.9294662475586,-0.013249133332059237,-0.013337686134077783,-0.013249133332059237,-0.03966539707113925,-0.04049880107241018,-3.9689684146744675
2020-11-23,98.93000030517578,96.8499984741211,97.16000366210938,98.12999725341797,8802400.0,97.71770477294922,0.029371607768617025,0.0289485265161576,0.029371607768617025,-0.010293789302522227,-0.011550274556252581,-1.1483826213346204
2020-11-24,98.58999633789062,96.0199966430664,98.48999786376953,96.63999938964844,7022800.0,96.23396301269531,-0.01518391832745758,-0.01530037435840233,-0.01518391832745758,-0.025477707629979807,-0.026850648914654912,-2.649337506149363
2020-11-25,97.98999786376953,96.13999938964844,96.19999694824219,97.48999786376953,5194900.0,97.08039093017578,0.008795514067564625,0.008757058858095522,0.008795514067564625,-0.016682193562415182,-0.01809359005655939,-1.7930883846979606
2020-11-27,99.2699966430664,98.05000305175781,98.54000091552734,98.73999786376953,4367100.0,98.32514190673828,0.012821828160738402,0.012740324466935769,0.012821828160738402,-0.0038603654016767797,-0.00535326558962362,-0.5338962397697378
2020-11-30,97.94999694824219,96.19999694824219,97.55999755859375,97.0199966430664,13840500.0,96.61236572265625,-0.017419498257192467,-0.017573002979170905,-0.017419498257192467,-0.021279863658869247,-0.022926268568794525,-2.2665458608707945
2020-12-01,104.30000305175781,98.5199966430664,98.69000244140625,100.86000061035156,16164700.0,100.43623352050781,0.03957951041178043,0.03881631448341094,0.03957951041178043,0.01829964675291118,0.015890045914616416,1.6016964048081395
2020-12-02,102.04000091552734,99.5199966430664,102.0,99.54000091552734,8676300.0,99.12178039550781,-0.013087444842715401,-0.013173840072061772,-0.013087444842715401,0.0052122019101957795,0.0027162058425546434,0.2719898071839033
2020-12-03,101.19000244140625,99.43000030517578,101.05999755859375,99.5,7359000.0,99.08194732666016,-0.0004018576970005183,-0.0004019384634433068,-0.0004018576970005183,0.004810344213195261,0.0023142673791113366,0.2316947362863253
2020-12-04,103.75,100.69999694824219,101.51000213623047,103.7300033569336,10824500.0,103.29418182373047,0.04251259655209649,0.04163375764141408,0.04251259655209649,0.047322940765291754,0.043948025020525416,4.492804336342959
2020-12-07,107.61000061035156,104.97000122070312,106.0199966430664,106.38999938964844,11793000.0,105.94300079345703,0.025643458465549607,0.025320179985387544,0.025643458465549607,0.07296639923084136,0.06926820500591296,7.172361224290769
2020-12-08,107.83999633789062,105.11000061035156,107.77999877929688,105.63999938964844,9876200.0,105.19615173339844,-0.007049534771150445,-0.0070745001400729975,-0.007049534771150445,0.06591686445969092,0.062193704865839965,6.416845937333826
2020-12-09,106.5999984741211,103.51000213623047,106.01000213623047,104.41999816894531,8204100.0,103.98127746582031,-0.011548667434228221,-0.01161587120434815,-0.011548667434228221,0.054368197025462695,0.050577833661491815,5.187873174204061
2020-12-10,105.11000061035156,102.19999694824219,103.0,104.2300033569336,7135000.0,103.79207611083984,-0.0018195251421506686,-0.0018211824887164171,-0.0018195251421506686,0.052548671883312026,0.048756651172775396,4.9964811943142395
2020-12-11,105.12000274658203,103.22000122070312,104.01000213623047,104.02999877929688,7492600.0,103.59291076660156,-0.0019188772061323744,-0.001920720609552492,-0.0019188772061323744,0.05062979467717965,0.046835930563222904,4.795005839826372
2020-12-14,104.9000015258789,103.5,103.7699966430664,103.55999755859375,5878000.0,103.12488555908203,-0.004517939308066765,-0.00452817604012159,-0.004517939308066765,0.046111855369112886,0.042307754523101315,4.321548363653527
2020-12-15,106.37999725341797,104.41999816894531,105.68000030517578,105.08999633789062,7404000.0,104.6484603881836,0.014774032593340092,0.01466595972160467,0.014774032593340092,0.06088588796245298,0.056973714244705986,5.862798319365847
2020-12-16,105.66999816894531,103.95999908447266,105.6500015258789,105.19999694824219,5986900.0,104.75799560546875,0.001046727701825123,0.0010461802643629069,0.001046727701825123,0.0619326156642781,0.058019894509068894,5.973607842959461
2020-12-17,105.31999969482422,103.8499984741211,104.9000015258789,103.9000015258789,7779300.0,103.9000015258789,-0.012357371293488462,-0.012434358503289042,-0.012357371293488462,0.04957524437078964,0.04558553600577985,4.664052623533466
2020-12-18,104.80000305175781,103.16000366210938,104.0,104.27999877929688,7417000.0,104.27999877929688,0.0036573363603207287,0.0036506645680717785,0.0036573363603207287,0.05323258073111037,0.04923620057385163,5.046844268812034
2020-12-21,104.95999908447266,103.31999969482422,103.55999755859375,104.83000183105469,6116400.0,104.83000183105469,0.005274290930151082,0.005260430572089878,0.005274290930151082,0.05850687166126145,0.054496631145941506,5.600891886780035
2020-12-22,105.22000122070312,102.91000366210938,105.06999969482422,103.94000244140625,5597100.0,103.94000244140625,-0.008489930116406641,-0.008526174862470174,-0.008489930116406641,0.05001694154485481,0.04597045628347133,4.704347694431066
2020-12-23,104.87000274658203,103.5999984741211,104.66999816894531,103.76000213623047,3320800.0,103.76000213623047,-0.0017317712232809424,-0.0017332724725296917,-0.0017317712232809424,0.04828517032157387,0.04423718381094164,4.523023718141439
2020-12-24,106.33999633789062,104.66999816894531,104.76000213623047,105.97000122070312,3172100.0,105.97000122070312,0.021299142626954204,0.021075486109694855,0.021299142626954204,0.06958431294852807,0.0653126699206365,6.749274508114644
2020-12-28,108.16999816894531,105.94999694824219,107.5999984741211,106.1500015258789,5157000.0,106.1500015258789,0.001698596801946728,0.0016971558179353912,0.001698596801946728,0.0712829097504748,0.0670098257385719,6.930598484404271
2020-12-29,107.1500015258789,105.22000122070312,107.0,105.55999755859375,4602400.0,105.55999755859375,-0.005558209691983063,-0.005573714017022385,-0.005558209691983063,0.06572470005849174,0.06143611172154951,6.336255795538692
2020-12-30,109.69999694824219,107.4000015258789,107.69999694824219,108.9000015258789,9571800.0,108.9000015258789,0.03164081133510077,0.031150555443673584,0.03164081133510077,0.09736551139359251,0.0925866671652231,9.700821203246356
2020-12-31,109.66999816894531,108.44000244140625,109.66000366210938,109.04000091552734,4907600.0,109.04000091552734,0.0012855774810542897,0.0012847518338709202,0.0012855774810542897,0.0986510888746468,0.09387141899909401,9.841850108638406
2021-01-04,114.0999984741211,110.44999694824219,111.47000122070312,111.69999694824219,11262100.0,111.69999694824219,0.024394680946266067,0.024101882969606414,0.024394680946266067,0.12304576982091286,0.11797330196870043,12.521406996586236
2021-01-05,114.94999694824219,112.01000213623047,112.41000366210938,112.7699966430664,10583600.0,112.7699966430664,0.00957922761018537,0.00953363772209357,0.00957922761018537,0.13262499743109823,0.127506939690794,13.599275165224833
2021-01-06,116.38999938964844,112.55000305175781,113.8499984741211,115.61000061035156,10609300.0,115.61000061035156,0.025184038767635863,0.024872146490402078,0.025184038767635863,0.1578090361987341,0.15237908618119606,16.460163714961197
2021-01-07,122.94000244140625,117.58999633789062,119.33999633789062,121.43000030517578,13556100.0,121.43000030517578,0.050341663040378126,0.049115504612279,0.050341663040378126,0.20815069923911222,0.20149459079347506,22.32296203432704
2021-01-08,126.29000091552734,116.9800033569336,125.91000366210938,118.69000244140625,18954700.0,118.69000244140625,-0.022564422769360215,-0.022822894940893068,-0.022564422769360215,0.185586276469752,0.178671695852582,19.562815004584078
2021-01-11,123.5999984741211,118.80000305175781,119.73999786376953,122.5999984741211,12032700.0,122.5999984741211,0.03294292655057518,0.03241193841809932,0.03294292655057518,0.2185292030203272,0.21108363427068133,23.50156403746011
2021-01-12,125.19999694824219,121.68000030517578,125.16000366210938,123.0,14163200.0,123.0,0.003262655227221245,0.0032573443163009023,0.003262655227221245,0.22179185824754843,0.21434097858698223,23.90450706093692
2021-01-13,124.80000305175781,118.0,124.4000015258789,119.2300033569336,20650500.0,119.2300033569336,-0.03065037921192204,-0.031129926399268773,-0.03065037921192204,0.1911414790356264,0.18321105218771344,20.106786933452938
2021-01-14,134.64999389648438,121.66999816894531,123.44999694824219,126.44999694824219,37125400.0,126.44999694824219,0.06055517393297749,0.05879252000871832,0.06055517393297749,0.2516966529686039,0.24200357219643176,27.37987430673925
