Date,High,Low,Open,Close,Volume,Adj Close,Daily_Return,Daily_Log_Return,Daily_Return_PCT,Cumulative_return,Cumulative_Log_return,Relative_Return
2020-12-16,128.3699951171875,126.55999755859375,127.41000366210938,127.80999755859375,98208600,127.80999755859375,-0.0005473858017489563,-0.0005475356720506802,-0.0005473858017489563,0.06361806482233645,0.06055611869325395,6.242721792454842
2020-12-17,129.5800018310547,128.0399932861328,128.89999389648438,128.6999969482422,94359800,128.6999969482422,0.006963456745552543,0.006939323848116624,0.006963456745552543,0.070581521567889,0.06749544254137058,6.982538390186388
2020-12-18,129.10000610351562,126.12000274658203,128.9600067138672,126.66000366210938,192541500,126.66000366210938,-0.015850764059871847,-0.015977730888703433,-0.015850764059871847,0.05473075750801715,0.05151771165266714,5.286783415637353
2020-12-21,128.30999755859375,123.44999694824219,125.0199966430664,128.22999572753906,121251600,128.22999572753906,0.012395326227985448,0.012319133151096966,0.012395326227985448,0.0671260837360026,0.06383684480376411,6.591847443569421
2020-12-22,134.41000366210938,129.64999389648438,131.61000061035156,131.8800048828125,168904800,131.8800048828125,0.028464550236973585,0.028066962075899832,0.028464550236973585,0.09559063397297618,0.09190380687966394,9.625936439978734
2020-12-23,132.42999267578125,130.77999877929688,132.16000366210938,130.9600067138672,88223700,130.9600067138672,-0.006976024680639181,-0.0070004708987655975,-0.006976024680639181,0.088614609292337,0.08490333598089835,8.861183201735257
2020-12-24,133.4600067138672,131.10000610351562,131.32000732421875,131.97000122070312,54930100,131.97000122070312,0.007712236217600754,0.007682648949164508,0.007712236217600754,0.09632684550993775,0.09258598493006286,9.700746361514545
2020-12-28,137.33999633789062,133.50999450683594,133.99000549316406,136.69000244140625,124486200,136.69000244140625,0.035765713245766495,0.03514097274686896,0.035765713245766495,0.13209255875570425,0.12772695767693182,13.624271798727051
2020-12-29,138.7899932861328,134.33999633789062,138.0500030517578,134.8699951171875,121047300,134.8699951171875,-0.013314853257091142,-0.01340429070053911,-0.013314853257091142,0.1187777054986131,0.1143226669763927,12.111381293283152
2020-12-30,135.99000549316406,133.39999389648438,135.5800018310547,133.72000122070312,96452100,133.72000122070312,-0.008526684497060733,-0.008563244644223426,-0.008526684497060733,0.11025102100155237,0.10575942233216928,11.155442916465663
2020-12-31,134.74000549316406,131.72000122070312,134.0800018310547,132.69000244140625,98990400,132.69000244140625,-0.007702653080273847,-0.007732471733029185,-0.007702653080273847,0.10254836792127853,0.0980269505991401,10.299251101695939
2021-01-04,133.61000061035156,126.76000213623047,133.52000427246094,129.41000366210938,143301900,129.41000366210938,-0.024719260825586842,-0.02502991181558642,-0.024719260825586842,0.07782910709569169,0.07299703878355368,7.572735144846221
2021-01-05,131.74000549316406,128.42999267578125,128.88999938964844,131.00999450683594,97664900,131.00999450683594,0.01236373386484213,0.012287927104146933,0.01236373386484213,0.09019284096053382,0.08528496588770061,8.902735813290242
2021-01-06,131.0500030517578,126.37999725341797,127.72000122070312,126.5999984741211,155088000,126.5999984741211,-0.0336615236823381,-0.03424111657890924,-0.0336615236823381,0.056531317278195714,0.05104384930879137,5.236903792639769
2021-01-07,131.6300048828125,127.86000061035156,128.36000061035156,130.9199981689453,109578200,130.9199981689453,0.03412322074954277,0.033553937989602045,0.03412322074954277,0.09065453802773848,0.08459778729839341,8.827925891754408
2021-01-08,132.6300048828125,130.22999572753906,132.42999267578125,132.0500030517578,104965400,132.0500030517578,0.008631262592551314,0.008594226206842472,0.008631262592551314,0.0992858006202898,0.09319201350523589,9.767248297528862
2021-01-11,130.1699981689453,128.5,129.19000244140625,128.97999572753906,100620900,128.97999572753906,-0.023248824333729434,-0.023523341396521437,-0.023248824333729434,0.07603697628656036,0.06966867210871444,7.215288824262744
2021-01-12,129.69000244140625,126.86000061035156,128.5,128.8000030517578,91951100,128.8000030517578,-0.0013955084644402538,-0.0013964830932180804,-0.0013955084644402538,0.07464146782212011,0.06827218901549637,7.065668981191076
2021-01-13,131.4499969482422,128.49000549316406,128.75999450683594,130.88999938964844,88636800,130.88999938964844,0.016226679257536736,0.01609643377651533,0.016226679257536736,0.09086814707965685,0.0843686227920117,8.802989251242476
2021-01-14,131.0,128.75999450683594,130.8000030517578,128.91000366210938,90221800,128.91000366210938,-0.015127173479807188,-0.015242756277262648,-0.015127173479807188,0.07574097359984966,0.06912586651474904,7.157107557717324
2021-01-15,130.22000122070312,127.0,128.77999877929688,127.13999938964844,111235300,127.13999938964844,-0.013730542410815172,-0.013825678155640566,-0.013730542410815172,0.06201043118903449,0.05530018835910848,5.685782347775814
2021-01-19,128.7100067138672,126.94000244140625,127.77999877929688,127.83000183105469,90757300,127.83000183105469,0.005427107477730786,0.005412433796432332,0.005427107477730786,0.06743753866676527,0.06071262215554081,6.2593504474452555
2021-01-20,132.49000549316406,128.5500030517578,128.66000366210938,132.02999877929688,104319500,132.02999877929688,0.0328561127128284,0.03232788974139082,0.0328561127128284,0.10029365137959367,0.09304051189693163,9.75061964253845
2021-01-21,139.6699981689453,133.58999633789062,133.8000030517578,136.8699951171875,120529500,136.8699951171875,0.03665830782882318,0.036002374302895025,0.03665830782882318,0.13695195920841685,0.12904288619982665,13.773891641798697
2021-01-22,139.85000610351562,135.02000427246094,136.27999877929688,139.07000732421875,113907200,139.07000732421875,0.016073736286376095,0.015945921607861922,0.016073736286376095,0.15302569549479295,0.14498880780768858,15.602663172323705
2021-01-25,145.08999633789062,136.5399932861328,143.07000732421875,142.9199981689453,157611700,142.9199981689453,0.027683832904034755,0.02730756418724629,0.027683832904034755,0.1807095283988277,0.17229637199493486,18.802987982847718
2021-01-26,144.3000030517578,141.3699951171875,143.60000610351562,143.16000366210938,98390600,143.16000366210938,0.0016792995818566414,0.0016778911348962942,0.0016792995818566414,0.18238882798068434,0.17397426312983116,19.00249379089065
2021-01-27,144.3000030517578,140.41000366210938,143.42999267578125,142.05999755859375,140843800,142.05999755859375,-0.007683752971338942,-0.007713425094436053,-0.007683752971338942,0.1747050750093454,0.1662608380353951,18.088108025628145
2021-01-28,141.99000549316406,136.6999969482422,139.52000427246094,137.08999633789062,142621100,137.08999633789062,-0.03498522670784365,-0.03561186864929152,-0.03498522670784365,0.13971984830150175,0.13064896938610357,13.956768794851214
2021-01-29,136.74000549316406,130.2100067138672,135.8300018310547,131.9600067138672,177180600,131.9600067138672,-0.037420597863168426,-0.03813872049620482,-0.037420597863168426,0.10229925043833332,0.09251024888989876,9.692438375993028
2021-02-01,134.8000030517578,130.93150329589844,133.75,134.13009643554688,47476799,134.13009643554688,0.01644505616300207,0.016311300646064557,0.01644505616300207,0.11874430660133539,0.10882154953596332,11.49633668574288
